929,2613
930,2611
931,2600
932,2599
933,2593
934,2593
935,2590
936,2589
937,2586
938,2576
939,2574
940,2567
941,2565
942,2558
943,2558
944,2557
945,2556
946,2553
947,2552
948,2551
949,2550
950,2548
951,2547
952,2547
953,2544
954,2540
955,2540
956,2539
957,2539
958,2536
959,2521
960,2510
961,2509
962,2507
963,2501
964,2499
965,2497
966,2493
967,2491
968,2490
969,2487
970,2485
971,2484
972,2483
973,2481
974,2480
975,2478
976,2474
977,2472
978,2471
979,2470
980,2468
981,2466
982,2465
983,2462
984,2462
985,2456
986,2455
987,2450
988,2450
989,2445
990,2438
991,2436
992,2431
993,2427
994,2416
995,2415
996,2411
997,2409
998,2401
999,2399
1000,2394
